==================== AXHL REGULAR SEASON SCHEDULE - Created by Dakota ====================
Seed: 470499423435505196
 
"(HOME) Albany Devils VS (AWAY) Washington Capitals -> 2025-02-23, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Grand Rapids Griffins -> 2025-03-20, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Greenville Swamp Rabbits -> 2025-03-20, 10:35PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Hershey Bears -> 2025-03-20, 10:35PM EST"
"(HOME) Minnesota Wild VS (AWAY) Iowa Heartlanders -> 2025-03-20, 10:35PM EST"
"(HOME) Manitoba Moose VS (AWAY) Jacksonville Icemen -> 2025-03-20, 10:35PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Lehigh Valley Phantoms -> 2025-03-20, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Washington Capitals VS (AWAY) Bloomington Bison -> 2025-03-23, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Brampton Beast -> 2025-03-23, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Calgary Flames -> 2025-03-23, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Carolina Hurricanes -> 2025-03-23, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Chicago Blackhawks -> 2025-03-23, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Cincinnati Cyclones -> 2025-03-23, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-23, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Columus Cottonmouths -> 2025-03-23, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Dallas Stars -> 2025-03-23, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Detroit Red Wings -> 2025-03-23, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Edmonton Oilers -> 2025-03-23, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Edmonton Road Runners -> 2025-03-23, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Florida Panthers -> 2025-03-23, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Grand Rapids Griffins -> 2025-03-23, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Greenville Swamp Rabbits -> 2025-03-23, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Hershey Bears -> 2025-03-23, 9:55PM EST"
"(HOME) New Haven Eagles VS (AWAY) Iowa Heartlanders -> 2025-03-23, 9:55PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Jacksonville Icemen -> 2025-03-23, 9:55PM EST"
"(HOME) Minnesota Wild VS (AWAY) Lehigh Valley Phantoms -> 2025-03-23, 9:55PM EST"
"(HOME) Manitoba Moose VS (AWAY) Los Angeles Kings -> 2025-03-23, 9:55PM EST"
 
"(HOME) Washington Capitals VS (AWAY) Brampton Beast -> 2025-03-23, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Calgary Flames -> 2025-03-23, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Carolina Hurricanes -> 2025-03-23, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Chicago Blackhawks -> 2025-03-23, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Cincinnati Cyclones -> 2025-03-23, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-23, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Columus Cottonmouths -> 2025-03-23, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Dallas Stars -> 2025-03-23, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Detroit Red Wings -> 2025-03-23, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Edmonton Oilers -> 2025-03-23, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Edmonton Road Runners -> 2025-03-23, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Florida Panthers -> 2025-03-23, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Grand Rapids Griffins -> 2025-03-23, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Greenville Swamp Rabbits -> 2025-03-23, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Hershey Bears -> 2025-03-23, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Iowa Heartlanders -> 2025-03-23, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Jacksonville Icemen -> 2025-03-23, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Lehigh Valley Phantoms -> 2025-03-23, 10:35PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Los Angeles Kings -> 2025-03-23, 10:35PM EST"
"(HOME) Minnesota Wild VS (AWAY) Manitoba Moose -> 2025-03-23, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Washington Capitals VS (AWAY) Calgary Flames -> 2025-03-24, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Carolina Hurricanes -> 2025-03-24, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Chicago Blackhawks -> 2025-03-24, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Cincinnati Cyclones -> 2025-03-24, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-24, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Columus Cottonmouths -> 2025-03-24, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Dallas Stars -> 2025-03-24, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Detroit Red Wings -> 2025-03-24, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Edmonton Oilers -> 2025-03-24, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Edmonton Road Runners -> 2025-03-24, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Florida Panthers -> 2025-03-24, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Grand Rapids Griffins -> 2025-03-24, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Greenville Swamp Rabbits -> 2025-03-24, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Hershey Bears -> 2025-03-24, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Iowa Heartlanders -> 2025-03-24, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Jacksonville Icemen -> 2025-03-24, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Lehigh Valley Phantoms -> 2025-03-24, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Los Angeles Kings -> 2025-03-24, 9:55PM EST"
"(HOME) New Haven Eagles VS (AWAY) Manitoba Moose -> 2025-03-24, 9:55PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Minnesota Wild -> 2025-03-24, 9:55PM EST"
 
"(HOME) Washington Capitals VS (AWAY) Carolina Hurricanes -> 2025-03-24, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Chicago Blackhawks -> 2025-03-24, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Cincinnati Cyclones -> 2025-03-24, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-24, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Columus Cottonmouths -> 2025-03-24, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Dallas Stars -> 2025-03-24, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Detroit Red Wings -> 2025-03-24, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Edmonton Oilers -> 2025-03-24, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Edmonton Road Runners -> 2025-03-24, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Florida Panthers -> 2025-03-24, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Grand Rapids Griffins -> 2025-03-24, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Greenville Swamp Rabbits -> 2025-03-24, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Hershey Bears -> 2025-03-24, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Iowa Heartlanders -> 2025-03-24, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Jacksonville Icemen -> 2025-03-24, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Lehigh Valley Phantoms -> 2025-03-24, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Los Angeles Kings -> 2025-03-24, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Manitoba Moose -> 2025-03-24, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Minnesota Wild -> 2025-03-24, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Montreal Canadiens -> 2025-03-24, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Washington Capitals VS (AWAY) Chicago Blackhawks -> 2025-03-25, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Cincinnati Cyclones -> 2025-03-25, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-25, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Columus Cottonmouths -> 2025-03-25, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Dallas Stars -> 2025-03-25, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Detroit Red Wings -> 2025-03-25, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Edmonton Oilers -> 2025-03-25, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Edmonton Road Runners -> 2025-03-25, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Florida Panthers -> 2025-03-25, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Grand Rapids Griffins -> 2025-03-25, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Greenville Swamp Rabbits -> 2025-03-25, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Hershey Bears -> 2025-03-25, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Iowa Heartlanders -> 2025-03-25, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Jacksonville Icemen -> 2025-03-25, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Lehigh Valley Phantoms -> 2025-03-25, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Los Angeles Kings -> 2025-03-25, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Manitoba Moose -> 2025-03-25, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Minnesota Wild -> 2025-03-25, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Montreal Canadiens -> 2025-03-25, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) New Haven Eagles -> 2025-03-25, 9:55PM EST"
 
"(HOME) Washington Capitals VS (AWAY) Cincinnati Cyclones -> 2025-03-25, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-25, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Columus Cottonmouths -> 2025-03-25, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Dallas Stars -> 2025-03-25, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Detroit Red Wings -> 2025-03-25, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Edmonton Oilers -> 2025-03-25, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Edmonton Road Runners -> 2025-03-25, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Florida Panthers -> 2025-03-25, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Grand Rapids Griffins -> 2025-03-25, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Greenville Swamp Rabbits -> 2025-03-25, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Hershey Bears -> 2025-03-25, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Iowa Heartlanders -> 2025-03-25, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Jacksonville Icemen -> 2025-03-25, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Lehigh Valley Phantoms -> 2025-03-25, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Los Angeles Kings -> 2025-03-25, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Manitoba Moose -> 2025-03-25, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Minnesota Wild -> 2025-03-25, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Montreal Canadiens -> 2025-03-25, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) New Haven Eagles -> 2025-03-25, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) New Jersey Devils -> 2025-03-25, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Washington Capitals VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-26, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Columus Cottonmouths -> 2025-03-26, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Dallas Stars -> 2025-03-26, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Detroit Red Wings -> 2025-03-26, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Edmonton Oilers -> 2025-03-26, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Edmonton Road Runners -> 2025-03-26, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Florida Panthers -> 2025-03-26, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Grand Rapids Griffins -> 2025-03-26, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Greenville Swamp Rabbits -> 2025-03-26, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Hershey Bears -> 2025-03-26, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Iowa Heartlanders -> 2025-03-26, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Jacksonville Icemen -> 2025-03-26, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Lehigh Valley Phantoms -> 2025-03-26, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Los Angeles Kings -> 2025-03-26, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Manitoba Moose -> 2025-03-26, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Minnesota Wild -> 2025-03-26, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Montreal Canadiens -> 2025-03-26, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) New Haven Eagles -> 2025-03-26, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) New Jersey Devils -> 2025-03-26, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) New York Rangers -> 2025-03-26, 9:55PM EST"
 
"(HOME) Washington Capitals VS (AWAY) Columus Cottonmouths -> 2025-03-26, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Dallas Stars -> 2025-03-26, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Detroit Red Wings -> 2025-03-26, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Edmonton Oilers -> 2025-03-26, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Edmonton Road Runners -> 2025-03-26, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Florida Panthers -> 2025-03-26, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Grand Rapids Griffins -> 2025-03-26, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Greenville Swamp Rabbits -> 2025-03-26, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Hershey Bears -> 2025-03-26, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Iowa Heartlanders -> 2025-03-26, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Jacksonville Icemen -> 2025-03-26, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Lehigh Valley Phantoms -> 2025-03-26, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Los Angeles Kings -> 2025-03-26, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Manitoba Moose -> 2025-03-26, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Minnesota Wild -> 2025-03-26, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Montreal Canadiens -> 2025-03-26, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) New Haven Eagles -> 2025-03-26, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) New Jersey Devils -> 2025-03-26, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) New York Rangers -> 2025-03-26, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Ontario Reign -> 2025-03-26, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Washington Capitals VS (AWAY) Dallas Stars -> 2025-03-27, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Detroit Red Wings -> 2025-03-27, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Edmonton Oilers -> 2025-03-27, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Edmonton Road Runners -> 2025-03-27, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Florida Panthers -> 2025-03-27, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Grand Rapids Griffins -> 2025-03-27, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Greenville Swamp Rabbits -> 2025-03-27, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Hershey Bears -> 2025-03-27, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Iowa Heartlanders -> 2025-03-27, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Jacksonville Icemen -> 2025-03-27, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Lehigh Valley Phantoms -> 2025-03-27, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Los Angeles Kings -> 2025-03-27, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Manitoba Moose -> 2025-03-27, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Minnesota Wild -> 2025-03-27, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Montreal Canadiens -> 2025-03-27, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) New Haven Eagles -> 2025-03-27, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) New Jersey Devils -> 2025-03-27, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) New York Rangers -> 2025-03-27, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Ontario Reign -> 2025-03-27, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Pittsburgh Penguins -> 2025-03-27, 9:55PM EST"
 
"(HOME) Washington Capitals VS (AWAY) Detroit Red Wings -> 2025-03-27, 10:35PM EST"
"(HOME) Dallas Stars VS (AWAY) Edmonton Oilers -> 2025-03-27, 10:35PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Edmonton Road Runners -> 2025-03-27, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Florida Panthers -> 2025-03-27, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Grand Rapids Griffins -> 2025-03-27, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Greenville Swamp Rabbits -> 2025-03-27, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Hershey Bears -> 2025-03-27, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Iowa Heartlanders -> 2025-03-27, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Jacksonville Icemen -> 2025-03-27, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Lehigh Valley Phantoms -> 2025-03-27, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Los Angeles Kings -> 2025-03-27, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Manitoba Moose -> 2025-03-27, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Minnesota Wild -> 2025-03-27, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Montreal Canadiens -> 2025-03-27, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) New Haven Eagles -> 2025-03-27, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) New Jersey Devils -> 2025-03-27, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) New York Rangers -> 2025-03-27, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Ontario Reign -> 2025-03-27, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Pittsburgh Penguins -> 2025-03-27, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Saint John Sea Dogs -> 2025-03-27, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Washington Capitals VS (AWAY) Edmonton Oilers -> 2025-03-30, 9:55PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Edmonton Road Runners -> 2025-03-30, 9:55PM EST"
"(HOME) Dallas Stars VS (AWAY) Florida Panthers -> 2025-03-30, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Grand Rapids Griffins -> 2025-03-30, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Greenville Swamp Rabbits -> 2025-03-30, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Hershey Bears -> 2025-03-30, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Iowa Heartlanders -> 2025-03-30, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Jacksonville Icemen -> 2025-03-30, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Lehigh Valley Phantoms -> 2025-03-30, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Los Angeles Kings -> 2025-03-30, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Manitoba Moose -> 2025-03-30, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Minnesota Wild -> 2025-03-30, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Montreal Canadiens -> 2025-03-30, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) New Haven Eagles -> 2025-03-30, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) New Jersey Devils -> 2025-03-30, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) New York Rangers -> 2025-03-30, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Ontario Reign -> 2025-03-30, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Pittsburgh Penguins -> 2025-03-30, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Saint John Sea Dogs -> 2025-03-30, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) San Jose Sharks -> 2025-03-30, 9:55PM EST"
 
"(HOME) Washington Capitals VS (AWAY) Edmonton Road Runners -> 2025-03-30, 10:35PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Florida Panthers -> 2025-03-30, 10:35PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Grand Rapids Griffins -> 2025-03-30, 10:35PM EST"
"(HOME) Dallas Stars VS (AWAY) Greenville Swamp Rabbits -> 2025-03-30, 10:35PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Hershey Bears -> 2025-03-30, 10:35PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Iowa Heartlanders -> 2025-03-30, 10:35PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Jacksonville Icemen -> 2025-03-30, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Lehigh Valley Phantoms -> 2025-03-30, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Los Angeles Kings -> 2025-03-30, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Manitoba Moose -> 2025-03-30, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Minnesota Wild -> 2025-03-30, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Montreal Canadiens -> 2025-03-30, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) New Haven Eagles -> 2025-03-30, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) New Jersey Devils -> 2025-03-30, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) New York Rangers -> 2025-03-30, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Ontario Reign -> 2025-03-30, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Pittsburgh Penguins -> 2025-03-30, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Saint John Sea Dogs -> 2025-03-30, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) San Jose Sharks -> 2025-03-30, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Springfield Thunderbirds -> 2025-03-30, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Washington Capitals VS (AWAY) Florida Panthers -> 2025-03-31, 9:55PM EST"
"(HOME) Edmonton Road Runners VS (AWAY) Grand Rapids Griffins -> 2025-03-31, 9:55PM EST"
"(HOME) Edmonton Oilers VS (AWAY) Greenville Swamp Rabbits -> 2025-03-31, 9:55PM EST"
"(HOME) Detroit Red Wings VS (AWAY) Hershey Bears -> 2025-03-31, 9:55PM EST"
"(HOME) Dallas Stars VS (AWAY) Iowa Heartlanders -> 2025-03-31, 9:55PM EST"
"(HOME) Columus Cottonmouths VS (AWAY) Jacksonville Icemen -> 2025-03-31, 9:55PM EST"
"(HOME) Cincinnati Mighty Ducks VS (AWAY) Lehigh Valley Phantoms -> 2025-03-31, 9:55PM EST"
"(HOME) Cincinnati Cyclones VS (AWAY) Los Angeles Kings -> 2025-03-31, 9:55PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Manitoba Moose -> 2025-03-31, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Minnesota Wild -> 2025-03-31, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Montreal Canadiens -> 2025-03-31, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) New Haven Eagles -> 2025-03-31, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) New Jersey Devils -> 2025-03-31, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) New York Rangers -> 2025-03-31, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Ontario Reign -> 2025-03-31, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Pittsburgh Penguins -> 2025-03-31, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Saint John Sea Dogs -> 2025-03-31, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) San Jose Sharks -> 2025-03-31, 9:55PM EST"
